celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week1_judge_score_sum,week1_judge_count,week1_judge_score_avg,week1_judge_score_avg_rank,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week2_judge_score_sum,week2_judge_count,week2_judge_score_avg,week2_judge_score_avg_rank,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week3_judge_score_sum,week3_judge_count,week3_judge_score_avg,week3_judge_score_avg_rank,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week4_judge_score_sum,week4_judge_count,week4_judge_score_avg,week4_judge_score_avg_rank,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week5_judge_score_sum,week5_judge_count,week5_judge_score_avg,week5_judge_score_avg_rank,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week6_judge_score_sum,week6_judge_count,week6_judge_score_avg,week6_judge_score_avg_rank,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week7_judge_score_sum,week7_judge_count,week7_judge_score_avg,week7_judge_score_avg_rank,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week8_judge_score_sum,week8_judge_count,week8_judge_score_avg,week8_judge_score_avg_rank,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week9_judge_score_sum,week9_judge_count,week9_judge_score_avg,week9_judge_score_avg_rank,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week10_judge_score_sum,week10_judge_count,week10_judge_score_avg,week10_judge_score_avg_rank,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,week11_judge_score_sum,week11_judge_count,week11_judge_score_avg,week11_judge_score_avg_rank
Alexis Ren,Alan Bersten,Social Media Personality,California,United States,21,27,4th Place,4,7,7.5,7.5,N/A,22,3,7.3333,3,8,8.5,8,N/A,24.5,3,8.1667,4,9,8,9,N/A,26,3,8.6667,5,8,8,9,N/A,25,3,8.3333,4,10,9,10,N/A,29,3,9.6667,1,9,9,9,N/A,27,3,9,4,9,9,9.5,N/A,27.5,3,9.1667,4,9.5,9.5,10,N/A,29,3,9.6667,2,9.5,9.5,9.5,N/A,28.5,3,9.5,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Joe Amabile,Jenna Johnson,TV Personality,Illinois,United States,32,27,Eliminated Week 8,6,5,4,5,N/A,14,3,4.6667,13,5.5,6,6,N/A,17.5,3,5.8333,12,6,6,6,N/A,18,3,6,11,5,5,5,N/A,15,3,5,10,6,5,6,N/A,17,3,5.6667,9,8,7,7,N/A,22,3,7.3333,7,8,7.5,8,N/A,23.5,3,7.8333,8,8,7.5,7.5,N/A,23,3,7.6667,5,0,0,0,N/A,0,3,0,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kate Flannery,Pasha Pashkov,Actor/Actress,Pennsylvania,United States,55,28,Eliminated Week 8,7,5,5,5,N/A,15,3,5,9,7,7,7,N/A,21,3,7,2,8,8,8,N/A,24,3,8,1,7,7,6,6,26,4,6.5,8,8,8,8,N/A,24,3,8,5,9,9,9,N/A,27,3,9,1,8,8,8,N/A,24,3,8,7,8.6666,8.6666,8.6666,N/A,25.9998,3,8.6666,5,0,0,0,0,0,4,0,7,0,0,0,N/A,0,3,0,6,0,0,0,N/A,0,3,0,5
James Van Der Beek,Emma Slater,Actor/Actress,Connecticut,United States,42,28,Eliminated Week 10,5,7,7,7,N/A,21,3,7,1,7,6,7,N/A,20,3,6.6667,3,8,7,8,N/A,23,3,7.6667,3,7,7,7,7,28,4,7,6,9,8,9,N/A,26,3,8.6667,2,9,9,9,N/A,27,3,9,1,9,9,9,N/A,27,3,9,1,10.6666,10.6666,10.6666,N/A,31.9998,3,10.6666,1,9,8.5,9.5,9,36,4,9,3,8.5,8.5,8.5,N/A,25.5,3,8.5,5,0,0,0,N/A,0,3,0,5
Kel Mitchell,Witney Carson,Actor/Actress,Illinois,United States,41,28,2nd Place,2,6,5,5,N/A,16,3,5.3333,7,7,6,7,N/A,20,3,6.6667,3,7,6,7,N/A,20,3,6.6667,6,8,8,8,8,32,4,8,1,9,8,9,N/A,26,3,8.6667,2,9,8,9,N/A,26,3,8.6667,4,8.5,8.5,8.5,N/A,25.5,3,8.5,5,9.6666,9.6666,10.6666,N/A,29.9998,3,9.9999,4,9,9,9.5,9.5,37,4,9.25,2,9.5,9.5,9.5,N/A,28.5,3,9.5,2,10,9.5,10,N/A,29.5,3,9.8333,2
Ray Lewis,Cheryl Burke,Athlete,Florida,United States,44,28,Withdrew,11,5,5,5,N/A,15,3,5,9,5,5,5,N/A,15,3,5,10,0,0,0,N/A,0,3,0,11,0,0,0,0,0,4,0,11,0,0,0,N/A,0,3,0,10,0,0,0,N/A,0,3,0,10,0,0,0,N/A,0,3,0,9,0,0,0,N/A,0,3,0,8,0,0,0,0,0,4,0,7,0,0,0,N/A,0,3,0,6,0,0,0,N/A,0,3,0,5
Lamar Odom,Peta Murgatroyd,Athlete,New York,United States,39,28,Eliminated Week 4,10,5,3,3,N/A,11,3,3.6667,12,4,4,4,N/A,12,3,4,12,4,4,4,N/A,12,3,4,10,5,7,4,4,20,4,5,10,0,0,0,N/A,0,3,0,10,0,0,0,N/A,0,3,0,10,0,0,0,N/A,0,3,0,9,0,0,0,N/A,0,3,0,8,0,0,0,0,0,4,0,7,0,0,0,N/A,0,3,0,6,0,0,0,N/A,0,3,0,5
Sailor Brinkley-Cook,Valentin Chmerkovskiy,Model,New York,United States,21,28,Eliminated Week 6,9,6,6,6,N/A,18,3,6,4,6,6,6,N/A,18,3,6,8,7,8,8,N/A,23,3,7.6667,3,7,8,8,8,31,4,7.75,5,8,8,8,N/A,24,3,8,5,9,9,9,N/A,27,3,9,1,0,0,0,N/A,0,3,0,9,0,0,0,N/A,0,3,0,8,0,0,0,0,0,4,0,7,0,0,0,N/A,0,3,0,6,0,0,0,N/A,0,3,0,5
Sean Spicer,Lindsay Arnold,Politician,New York,United States,48,28,Eliminated Week 9,6,4,4,4,N/A,12,3,4,11,6,5,5,N/A,16,3,5.3333,9,5,5,5,N/A,15,3,5,9,5,6,5,5,21,4,5.25,9,7,6,6,N/A,19,3,6.3333,9,7,7,7,N/A,21,3,7,9,7,7,7,N/A,21,3,7,8,7,7,6,N/A,20,3,6.6667,7,6.5,6,6.5,6,25,4,6.25,6,0,0,0,N/A,0,3,0,6,0,0,0,N/A,0,3,0,5
Mary Wilson,Brandon Armstrong,Singer/Rapper,Nevada,United States,75,28,Eliminated Week 2,12,6,5,6,N/A,17,3,5.6667,5,5,5,5,N/A,15,3,5,10,0,0,0,N/A,0,3,0,11,0,0,0,0,0,4,0,11,0,0,0,N/A,0,3,0,10,0,0,0,N/A,0,3,0,10,0,0,0,N/A,0,3,0,9,0,0,0,N/A,0,3,0,8,0,0,0,0,0,4,0,7,0,0,0,N/A,0,3,0,6,0,0,0,N/A,0,3,0,5
Lauren Alaina,Gleb Savchenko,Singer/Rapper,Georgia,United States,24,28,4th Place,4,7,6,6,N/A,19,3,6.3333,3,6,6,7,N/A,19,3,6.3333,6,6,7,7,N/A,20,3,6.6667,6,8,8,8,8,32,4,8,1,8,7,8,N/A,23,3,7.6667,7,9,8,9,N/A,26,3,8.6667,4,9,9,9,N/A,27,3,9,1,8,8,8,N/A,24,3,8,6,9,9,8.5,8.5,35,4,8.75,5,9,9,9,N/A,27,3,9,3,9.5,9.5,9.5,N/A,28.5,3,9.5,4
Ally Brooke,Sasha Farber,Singer/Rapper,Texas,United States,26,28,3rd Place,3,5,5,6,N/A,16,3,5.3333,7,7,6,7,N/A,20,3,6.6667,3,8,8,8,N/A,24,3,8,1,8,8,8,8,32,4,8,1,9,9,9,N/A,27,3,9,1,8,9,8,N/A,25,3,8.3333,6,9,9,9,N/A,27,3,9,1,10,10,10,N/A,30,3,10,3,10,10,10,10,40,4,10,1,10,9.5,10,N/A,29.5,3,9.8333,1,10,10,10,N/A,30,3,10,1
Karamo Brown,Jenna Johnson,TV Personality,Texas,United States,38,28,Eliminated Week 7,8,6,5,6,N/A,17,3,5.6667,5,7,5,7,N/A,19,3,6.3333,6,5,5,6,N/A,16,3,5.3333,8,7,7,7,7,28,4,7,6,7,7,7,N/A,21,3,7,8,9,8,8,N/A,25,3,8.3333,6,8.5,8,8,N/A,24.5,3,8.1667,6,0,0,0,N/A,0,3,0,8,0,0,0,0,0,4,0,7,0,0,0,N/A,0,3,0,6,0,0,0,N/A,0,3,0,5
Hannah Brown,Alan Bersten,TV Personality,Alabama,United States,24,28,1st Place,1,7,7,6,N/A,20,3,6.6667,2,8,8,8,N/A,24,3,8,1,7,7,7,N/A,21,3,7,5,8,8,8,8,32,4,8,1,9,7,9,N/A,25,3,8.3333,4,8,8,8,N/A,24,3,8,8,8.5,9,8.5,N/A,26,3,8.6667,4,10.6666,9.6666,10.6666,N/A,30.9998,3,10.3333,2,9,8.5,9,9,35.5,4,8.875,4,9,9,9,N/A,27,3,9,3,10,9.5,9.5,N/A,29,3,9.6667,3
Anne Heche,Keo Motsepe,Actor/Actress,Ohio,United States,51,29,Eliminated Week 4,13,6,6,6,N/A,18,3,6,6,6,6,6,N/A,18,3,6,6,5,5,5,N/A,15,3,5,13,7,7,7,N/A,21,3,7,10,0,0,0,N/A,0,3,0,13,0,0,0,N/A,0,3,0,12,0,0,0,N/A,0,3,0,11,0,0,0,N/A,0,3,0,9,0,0,0,N/A,0,3,0,8,0,0,0,N/A,0,3,0,7,0,0,0,N/A,0,3,0,5
Jesse Metcalfe,Sharna Burgess,Actor/Actress,California,United States,41,29,Eliminated Week 5,12,6,6,6,N/A,18,3,6,6,7,7,6,N/A,20,3,6.6667,4,7,6,7,N/A,20,3,6.6667,9,7,7,7,N/A,21,3,7,10,7,6,6,N/A,19,3,6.3333,11,0,0,0,N/A,0,3,0,12,0,0,0,N/A,0,3,0,11,0,0,0,N/A,0,3,0,9,0,0,0,N/A,0,3,0,8,0,0,0,N/A,0,3,0,7,0,0,0,N/A,0,3,0,5
Chrishell Stause,Gleb Savchenko,Actor/Actress,Kentucky,United States,39,29,Eliminated Week 8,8,4,5,4,N/A,13,3,4.3333,13,6,6,6,N/A,18,3,6,6,7,7,8,N/A,22,3,7.3333,4,7,8,7,N/A,22,3,7.3333,8,6,6,7,N/A,19,3,6.3333,11,8,8,8,N/A,24,3,8,7,9,9,8,N/A,26,3,8.6667,5,9,9,9,N/A,27,3,9,5,0,0,0,N/A,0,3,0,8,0,0,0,N/A,0,3,0,7,0,0,0,N/A,0,3,0,5
Skai Jackson,Alan Bersten,Actor/Actress,New York,United States,18,29,Eliminated Week 10,5,7,7,7,N/A,21,3,7,1,5,5,5,N/A,15,3,5,14,6,6,6,N/A,18,3,6,11,10,9,9,N/A,28,3,9.3333,1,8,8,8,N/A,24,3,8,5,6,6,6,N/A,18,3,6,11,9,9,9,N/A,27,3,9,2,8.6666,9.6666,8.6666,N/A,26.9998,3,8.9999,7,9.6666,9.6666,9.6666,N/A,28.9998,3,9.6666,3,9.5,9.5,9.5,N/A,28.5,3,9.5,4,0,0,0,N/A,0,3,0,5
Justina Machado,Sasha Farber,Actor/Actress,Illinois,United States,48,29,4th Place,4,7,7,7,N/A,21,3,7,1,7,7,7,N/A,21,3,7,2,7,6,6,N/A,19,3,6.3333,10,8,8,8,N/A,24,3,8,3,8,8,8,N/A,24,3,8,5,9,9,9,N/A,27,3,9,1,9,9,8,N/A,26,3,8.6667,5,9.6666,9.6666,9.6666,N/A,28.9998,3,9.6666,3,8.6666,8.6666,8.6666,N/A,25.9998,3,8.6666,5,9.5,10,9.5,N/A,29,3,9.6667,3,10,10,10,N/A,30,3,10,1
Charles Oakley,Emma Slater,Athlete,Ohio,United States,56,29,Eliminated Week 2,15,4,4,4,N/A,12,3,4,14,5,5,5,N/A,15,3,5,14,0,0,0,N/A,0,3,0,15,0,0,0,N/A,0,3,0,14,0,0,0,N/A,0,3,0,13,0,0,0,N/A,0,3,0,12,0,0,0,N/A,0,3,0,11,0,0,0,N/A,0,3,0,9,0,0,0,N/A,0,3,0,8,0,0,0,N/A,0,3,0,7,0,0,0,N/A,0,3,0,5
Veron Davis,Peta Murgatroyd,Athlete,Washington D.C.,United States,36,29,Eliminated Week 6,11,5,6,6,N/A,17,3,5.6667,11,6,6,6,N/A,18,3,6,6,8,7,7,N/A,22,3,7.3333,4,8,7,7,N/A,22,3,7.3333,8,7,7,7,N/A,21,3,7,10,7,7,7,N/A,21,3,7,10,0,0,0,N/A,0,3,0,11,0,0,0,N/A,0,3,0,9,0,0,0,N/A,0,3,0,8,0,0,0,N/A,0,3,0,7,0,0,0,N/A,0,3,0,5
Johnny Weir,Britt Stewart,Athlete,Pennsylvania,United States,36,29,Eliminated Week 10,6,6,6,6,N/A,18,3,6,6,6,6,6,N/A,18,3,6,6,8,8,8,N/A,24,3,8,1,8,8,8,N/A,24,3,8,3,10,10,9,N/A,29,3,9.6667,1,7,8,7,N/A,22,3,7.3333,9,9,9,9,N/A,27,3,9,2,10,10,10,N/A,30,3,10,1,10,10,10,N/A,30,3,10,1,9.5,9.5,9.5,N/A,28.5,3,9.5,4,0,0,0,N/A,0,3,0,5
Nev Schulman,Jenna Johnson,Producer,New York,United States,35,29,2nd Place,2,7,7,6,N/A,20,3,6.6667,3,7,7,7,N/A,21,3,7,2,8,8,8,N/A,24,3,8,1,8,8,8,N/A,24,3,8,3,8,9,9,N/A,26,3,8.6667,3,9,9,8,N/A,26,3,8.6667,5,10,10,10,N/A,30,3,10,1,10,10,10,N/A,30,3,10,1,9.6666,9.6666,9.6666,N/A,28.9998,3,9.6666,3,10,10,10,N/A,30,3,10,1,10,10,10,N/A,30,3,10,1
AJ McLean,Cheryl Burke,Singer/Rapper,Florida,United States,42,29,Eliminated Week 9,7,6,6,6,N/A,18,3,6,6,7,6,6,N/A,19,3,6.3333,5,7,7,7,N/A,21,3,7,7,8,8,8,N/A,24,3,8,3,8,8,8,N/A,24,3,8,5,9,9,9,N/A,27,3,9,1,9,8,9,N/A,26,3,8.6667,5,9,9,9,N/A,27,3,9,5,7.6666,8.6666,8.6666,N/A,24.9998,3,8.3333,6,0,0,0,N/A,0,3,0,7,0,0,0,N/A,0,3,0,5
Nelly,Daniella Karagach,Singer/Rapper,Texas,United States,45,29,3rd Place,3,5,5,6,N/A,16,3,5.3333,12,6,6,6,N/A,18,3,6,6,6,6,6,N/A,18,3,6,11,7,7,7,N/A,21,3,7,10,8,8,8,N/A,24,3,8,5,8,8,8,N/A,24,3,8,7,9,9,9,N/A,27,3,9,2,8,8,8,N/A,24,3,8,8,8,8,8,N/A,24,3,8,7,9.5,9,9.5,N/A,28,3,9.3333,6,9.5,9.5,9.5,N/A,28.5,3,9.5,4
Kaitlyn Bristowe,Artem Chigvintsev,TV Personality,Canada,Canada,35,29,1st Place,1,6,7,7,N/A,20,3,6.6667,3,7,8,7,N/A,22,3,7.3333,1,8,7,8,N/A,23,3,7.6667,3,9,8,8,N/A,25,3,8.3333,2,9,9,9,N/A,27,3,9,2,9,9,9,N/A,27,3,9,1,7,9,8,N/A,24,3,8,9,9,10,9,N/A,28,3,9.3333,4,10,10,10,N/A,30,3,10,1,10,10,10,N/A,30,3,10,1,10,10,10,N/A,30,3,10,1
Carole Baskin,Pasha Pashkov,TV Personality,Texas,United States,59,29,Eliminated Week 3,14,4,4,3,N/A,11,3,3.6667,15,6,5,5,N/A,16,3,5.3333,12,5,4,3,N/A,12,3,4,14,0,0,0,N/A,0,3,0,14,0,0,0,N/A,0,3,0,13,0,0,0,N/A,0,3,0,12,0,0,0,N/A,0,3,0,11,0,0,0,N/A,0,3,0,9,0,0,0,N/A,0,3,0,8,0,0,0,N/A,0,3,0,7,0,0,0,N/A,0,3,0,5
Monica Aldama,Valentin Chmerkovskiy,TV Personality,Alabama,United States,48,29,Eliminated Week 7,10,6,7,6,N/A,19,3,6.3333,5,5,6,5,N/A,16,3,5.3333,12,7,7,7,N/A,21,3,7,7,8,8,8,N/A,24,3,8,3,9,9,8,N/A,26,3,8.6667,3,9,9,9,N/A,27,3,9,1,7,8,7,N/A,22,3,7.3333,10,0,0,0,N/A,0,3,0,9,0,0,0,N/A,0,3,0,8,0,0,0,N/A,0,3,0,7,0,0,0,N/A,0,3,0,5
Jeannie Mai,Brandon Armstrong,TV Personality,California,United States,41,29,Withdrew,9,6,6,6,N/A,18,3,6,6,6,6,6,N/A,18,3,6,6,7,7,8,N/A,22,3,7.3333,4,7,7,7,N/A,21,3,7,10,8,8,8,N/A,24,3,8,5,8,8,9,N/A,25,3,8.3333,6,8,9,8,N/A,25,3,8.3333,8,0,0,0,N/A,0,3,0,9,0,0,0,N/A,0,3,0,8,0,0,0,N/A,0,3,0,7,0,0,0,N/A,0,3,0,5
Martin Kove,Britt Stewart,Actor/Actress,New York,United States,75,30,Eliminated Week 2,15,4,3,3,3,13,4,3.25,15,4,3,4,4,15,4,3.75,15,0,0,0,N/A,0,3,0,15,0,0,0,0,0,4,0,14,0,0,0,0,0,4,0,12,0,0,0,0,0,4,0,11,0,0,0,0,0,4,0,10,0,0,0,0,0,4,0,9,0,0,0,0,0,4,0,7,0,0,0,0,0,4,0,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Brian Austin Green,Sharna Burgess,Actor/Actress,California,United States,48,30,Eliminated Week 4,13,6,6,6,6,24,4,6,9,6,5,6,6,23,4,5.75,13,7,6,6,N/A,19,3,6.3333,12,6.5,6,7,6.5,26,4,6.5,13,0,0,0,0,0,4,0,12,0,0,0,0,0,4,0,11,0,0,0,0,0,4,0,10,0,0,0,0,0,4,0,9,0,0,0,0,0,4,0,7,0,0,0,0,0,4,0,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Melora Hardin,Artem Chigvintsev,Actor/Actress,Texas,United States,54,30,Eliminated Week 9,6,7,6,7,6,26,4,6.5,5,7,6,7,7,27,4,6.75,5,8,7,8,N/A,23,3,7.6667,4,9,9.5,9,9,36.5,4,9.125,1,9,9,9,9,36,4,9,3,8,9,8,9,34,4,8.5,8,9.5,9.5,9.5,9.5,38,4,9.5,3,10.5,10.5,10.5,10.5,42,4,10.5,1,8.5,9.5,9,9,36,4,9,5,0,0,0,0,0,4,0,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Matt James,Lindsay Arnold,Athlete,North Carolina,United States,29,30,Eliminated Week 4,12,6,6,6,6,24,4,6,9,5,5,6,6,22,4,5.5,14,7,6,7,N/A,20,3,6.6667,10,7,6.5,7.5,7.5,28.5,4,7.125,12,0,0,0,0,0,4,0,12,0,0,0,0,0,4,0,11,0,0,0,0,0,4,0,10,0,0,0,0,0,4,0,9,0,0,0,0,0,4,0,7,0,0,0,0,0,4,0,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Mike ""The Miz"" Mizanin",Witney Carson,Athlete,Ohio,United States,40,30,Eliminated Week 7,9,6,6,6,6,24,4,6,9,7,5,7,7,26,4,6.5,8,7,7,8,N/A,22,3,7.3333,5,8.5,7.5,8.5,8,32.5,4,8.125,7,8,8,8,8,32,4,8,9,9,8,9,8,34,4,8.5,8,8,8,8,8,32,4,8,9,0,0,0,0,0,4,0,9,0,0,0,0,0,4,0,7,0,0,0,0,0,4,0,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Suni Lee,Sasha Farber,Athlete,Minnesota,United States,18,30,Eliminated Week 9,5,7,7,7,7,28,4,7,2,7,7,7,7,28,4,7,4,7,7,7,N/A,21,3,7,7,8.5,8,9,8.5,34,4,8.5,4,9,9,9,9,36,4,9,3,9,9,9,9,36,4,9,5,8.25,8.25,8.25,9.25,34,4,8.5,6,10.5,10.5,10.5,10.5,42,4,10.5,1,10,9,9.5,9,37.5,4,9.375,3,0,0,0,0,0,4,0,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Iman Shumpert,Daniella Karagach,Athlete,Illinois,United States,31,30,1st Place,1,7,4,5,5,21,4,5.25,14,7,6,6,6,25,4,6.25,9,7,6,6,N/A,19,3,6.3333,12,8.5,6.5,8.5,8,31.5,4,7.875,9,7,7,7,7,28,4,7,11,10,10,10,10,40,4,10,1,9.5,7.5,8.5,8.5,34,4,8.5,6,9,8,9,9,35,4,8.75,7,9.5,9,10,9,37.5,4,9.375,3,10,10,10,10,40,4,10,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Cody Rigsby,Cheryl Burke,Fitness Instructor,California,United States,34,30,3rd Place,3,6,6,6,6,24,4,6,9,6,6,6,6,24,4,6,10,6,6,6,N/A,18,3,6,14,7.5,6.5,7.5,7.5,29,4,7.25,11,8,8,8,8,32,4,8,9,9,9,9,9,36,4,9,5,8.5,8.5,9.5,9.5,36,4,9,5,10,10,9,9,38,4,9.5,5,9,9,8.5,9,35.5,4,8.875,6,9.5,9.5,9.5,9.5,38,4,9.5,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Melanie C,Gleb Savchenko,Singer/Rapper,England,England,47,30,Eliminated Week 5,11,7,7,6,7,27,4,6.75,4,7,7,8,8,30,4,7.5,3,7,7,8,N/A,22,3,7.3333,5,8,8,8.5,8.5,33,4,8.25,6,9,9,9,9,36,4,9,3,0,0,0,0,0,4,0,11,0,0,0,0,0,4,0,10,0,0,0,0,0,4,0,9,0,0,0,0,0,4,0,7,0,0,0,0,0,4,0,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jimmie Allen,Emma Slater,Singer/Rapper,Delaware,United States,36,30,Eliminated Week 8,7,6,5,6,5,22,4,5.5,13,7,6,7,7,27,4,6.75,5,6,6,8,N/A,20,3,6.6667,10,8.5,7.5,8.5,8,32.5,4,8.125,7,8,8,9,9,34,4,8.5,8,10,9,10,9,38,4,9.5,3,9,9,10,10,38,4,9.5,3,8,8,8,8,32,4,8,8,0,0,0,0,0,4,0,7,0,0,0,0,0,4,0,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Olivia Jade,Valentin Chmerkovskiy,Social Media Personality,California,United States,21,30,Eliminated Week 8,8,7,6,6,6,25,4,6.25,7,7,6,7,7,27,4,6.75,5,8,8,8,N/A,24,3,8,1,8,9,9,9,35,4,8.75,2,9,9,9,9,36,4,9,3,9,9,9,9,36,4,9,5,11,9,11,11,42,4,10.5,1,9,9,9,9,36,4,9,6,0,0,0,0,0,4,0,7,0,0,0,0,0,4,0,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
JoJo Siwa,Jenna Johnson,Social Media Personality,Nebraska,United States,18,30,2nd Place,2,8,7,7,7,29,4,7.25,1,8,8,7,8,31,4,7.75,2,8,8,8,N/A,24,3,8,1,8.5,8.5,9,9,35,4,8.75,2,10,10,10,10,40,4,10,1,10,10,10,10,40,4,10,1,10,9,10,10,39,4,9.75,2,10.5,9.5,10.5,10.5,41,4,10.25,4,10,10,10,10,40,4,10,1,10,10,10,10,40,4,10,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Christine Chiu,Pasha Pashkov,TV Personality,Taiwan China,Taiwan China,38,30,Eliminated Week 3,14,6,7,6,6,25,4,6.25,7,6,6,6,6,24,4,6,10,7,7,7,N/A,21,3,7,7,0,0,0,0,0,4,0,14,0,0,0,0,0,4,0,12,0,0,0,0,0,4,0,11,0,0,0,0,0,4,0,10,0,0,0,0,0,4,0,9,0,0,0,0,0,4,0,7,0,0,0,0,0,4,0,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kenya Moore,Brandon Armstrong,TV Personality,Michigan,United States,50,30,Eliminated Week 6,10,7,6,6,7,26,4,6.5,5,6,6,6,6,24,4,6,10,7,7,7,N/A,21,3,7,7,7,7,8,7.5,29.5,4,7.375,10,9,9,9,9,36,4,9,3,8,8,8,8,32,4,8,10,0,0,0,0,0,4,0,10,0,0,0,0,0,4,0,9,0,0,0,0,0,4,0,7,0,0,0,0,0,4,0,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Amanda Kloots,Alan Bersten,TV Personality,Ohio,United States,39,30,4th Place,4,7,7,7,7,28,4,7,2,8,8,8,8,32,4,8,1,8,8,8,N/A,24,3,8,1,8.5,8.5,8.5,8.5,34,4,8.5,4,10,10,9,10,39,4,9.75,2,9,9,10,10,38,4,9.5,3,8.25,8.25,8.25,9.25,34,4,8.5,6,10.5,10.5,10.5,10.5,42,4,10.5,1,9.5,10,10,10,39.5,4,9.875,2,9.5,10,9.5,10,39,4,9.75,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jason Lewis,Peta Murgatroyd,Actor/Actress,California,United States,51,31,Eliminated Week 1,16,5,4,4,5,18,4,4.5,15,0,0,0,0,0,4,0,16,0,0,0,0,0,4,0,15,0,0,0,0,0,4,0,14,0,0,0,0,0,4,0,13,0,0,0,0,0,4,0,11,0,0,0,0,0,4,0,10,0,0,0,0,0,4,0,9,0,0,0,0,0,4,0,7,0,0,0,0,0,4,0,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Cheryl Ladd,Louis van Amstel,Actor/Actress,South Dakota,United States,71,31,Eliminated Week 3,14,6,5,5,5,21,4,5.25,10,5,6,5,5,21,4,5.25,15,6,6,6,6,24,4,6,13,0,0,0,0,0,4,0,14,0,0,0,0,0,4,0,13,0,0,0,0,0,4,0,11,0,0,0,0,0,4,0,10,0,0,0,0,0,4,0,9,0,0,0,0,0,4,0,7,0,0,0,0,0,4,0,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Selma Blair,Sasha Farber,Actor/Actress,Michigan,United States,50,31,Withdrew,12,7,7,7,7,28,4,7,3,7,7,7,7,28,4,7,6,7,7,7,7,28,4,7,9,8,8,8,8,32,4,8,6,10,10,10,10,40,4,10,4,0,0,0,0,0,4,0,11,0,0,0,0,0,4,0,10,0,0,0,0,0,4,0,9,0,0,0,0,0,4,0,7,0,0,0,0,0,4,0,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Joseph Baena,Daniella Karagach,Actor/Actress,California,United States,24,31,Eliminated Week 5,11,6,5,6,6,23,4,5.75,9,6,6,6,6,24,4,6,13,8,7,7,7,29,4,7.25,7,7,7,7,7,28,4,7,11,9,8.5,9,8.5,35,4,8.75,10,0,0,0,0,0,4,0,11,0,0,0,0,0,4,0,10,0,0,0,0,0,4,0,9,0,0,0,0,0,4,0,7,0,0,0,0,0,4,0,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trevor Donovan,Emma Slater,Actor/Actress,California,United States,39,31,Eliminated Week 9,6,5,5,5,6,21,4,5.25,10,7,7,8,8,30,4,7.5,4,7,6,7,7,27,4,6.75,10,7,7,7,7,28,4,7,11,9,9,9,9,36,4,9,7,9,8,8,9,34,4,8.5,5,10,9,10,10,39,4,9.75,1,9.25,10.25,9.25,10.25,39,4,9.75,5,8.5,8,8,8,32.5,4,8.125,6,0,0,0,0,0,4,0,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
